"";"Id";"LastInvoiceDate";"EnergyCutOffDate";"AgreementCutOffDate";"EnergyInvoicesDue";"AgreementInvoicesDue";"PSVAInvoicesDue";"TotalDebt";"TotalOverdueDebt";"TotalInvoicesDue";"CustomerRating";"PaymentProbability";"FirstProbabilityAction";"SecondProbabilityAction"
"1019";"0035B00000CToooQAD";"";"";"";1;0;0;1599860;1599860;1;1;0,960092098152067;"Email";"No Hacer Nada"
"885";"0035B00000CQNBmQAP";"";"";"";1;0;0;1450247;1450247;1;1;0,959582736906588;"Email";"No Hacer Nada"
"13049";"0035B00000AUweuQAD";"";"2017-11-28";"";1;0;0;1873372;1873372;1;1;0,952223736588415;"Email";"SMS"
"17429";"0035B000007kYSqQAM";"2015-03-07";"2017-11-24";"";2;0;0;1208075;1208075;2;1;0,944962739053784;"IVR";"Email"
"13006";"0035B00000BAtnYQAT";"";"2017-11-30";"";1;0;0;863389;863389;1;1;0,944203602361186;"Email";"No Hacer Nada"
"15062";"0035B00000BrlKUQAZ";"2008-09-02";"";"";1;0;0;615817;615817;1;1;0,941502229348988;"Email";"SMS"
"19128";"0035B00000BFzhDQAT";"";"2017-11-30";"";1;0;0;1022738;1022738;1;1;0,938791679191582;"Email";"SMS"
"4199";"0035B00000BGBhoQAH";"";"2017-11-30";"";1;0;0;669581;669581;1;1;0,938325116894813;"No Hacer Nada";"No Hacer Nada"
"6541";"0035B00000BAvdJQAT";"2009-06-18";"2017-11-30";"";1;0;0;373449;373449;1;1;0,937090140146415;"Email";"SMS"
"2332";"0035B00000BGYj1QAH";"2017-10-25";"2017-12-11";"2017-11-27";1;0;0;255578;148192;1;1;0,936682150947122;"No Hacer Nada";"No Hacer Nada"
"2645";"0035B00000BG7rkQAD";"2015-05-19";"2017-11-30";"";1;0;0;1471485;1471485;1;1;0,935631310149228;"No Hacer Nada";"No Hacer Nada"
"6390";"0035B00000CL92oQAD";"2014-04-05";"";"";1;0;0;77996;77996;1;1;0,935386846111714;"Email";"SMS"
"17279";"0035B00000CL2ZKQA1";"";"";"";1;0;0;99742;99742;1;1;0,934310490742842;"Email";"No Hacer Nada"
"4212";"0035B00000BFzyKQAT";"2014-08-28";"2017-11-30";"";1;0;0;1934891;1934891;1;1;0,932134451414637;"Email";"SMS"
"13517";"0035B00000CLFfPQAX";"";"";"";1;0;0;10260;10260;1;1;0,931946435998714;"No Hacer Nada";"No Hacer Nada"
"8526";"0035B00000AUrBaQAL";"2007-07-23";"2017-11-28";"";1;0;0;2800535;2800535;1;1;0,930800438084;"Email";"SMS"
"4778";"0035B00000CTySEQA1";"";"";"";1;0;0;217043;217043;1;1;0,930432349564242;"Email";"No Hacer Nada"
"990";"0035B00000CYMJrQAP";"";"";"";1;0;0;14686;14686;1;1;0,928740661362479;"No Hacer Nada";"No Hacer Nada"
"42";"0035B00000BBM9QQAX";"";"2017-11-30";"";1;0;0;983228;983228;1;1;0,928638109728512;"Email";"No Hacer Nada"
"24563";"0035B00000CYQPUQA5";"";"";"";1;0;0;11356;11356;1;1;0,928514976490121;"No Hacer Nada";"No Hacer Nada"
"18055";"0035B000007kXnAQAU";"";"";"";1;0;0;27724;27724;1;1;0,927463416948333;"No Hacer Nada";"No Hacer Nada"
"20716";"0035B00000AUvZUQA1";"2009-11-13";"2017-11-28";"";1;0;0;2860237;2860237;1;1;0,927118438712349;"Email";"No Hacer Nada"
"17503";"0035B00000CYPr7QAH";"";"";"";1;0;0;22816;22816;1;1;0,92485431523632;"No Hacer Nada";"No Hacer Nada"
"17361";"0035B00000CYMIZQA5";"";"";"";1;0;0;12346;12346;1;1;0,924160281707092;"No Hacer Nada";"No Hacer Nada"
"17830";"0035B00000CYQVWQA5";"";"";"";1;0;0;15805;15805;1;1;0,923894464485959;"No Hacer Nada";"No Hacer Nada"
"18304";"0035B00000CYOLKQA5";"";"";"";1;0;0;11747;11747;1;1;0,923817505686455;"No Hacer Nada";"No Hacer Nada"
"3877";"0035B000007kZnUQAU";"";"2017-12-07";"";1;0;0;85849;85849;1;1;0,922057356491604;"No Hacer Nada";"No Hacer Nada"
"5337";"0035B00000CQF2NQAX";"";"";"";1;0;0;50970;50970;1;1;0,922044696473795;"No Hacer Nada";"No Hacer Nada"
"13942";"0035B00000BFyluQAD";"2016-05-02";"2017-11-30";"";1;0;0;634107;634107;1;1;0,922007871646543;"No Hacer Nada";"No Hacer Nada"
"24105";"0035B00000BGb8uQAD";"";"2017-11-30";"";1;0;0;59814;59814;1;1;0,921790851424944;"No Hacer Nada";"No Hacer Nada"
"19158";"0035B00000BBL1qQAH";"";"";"";1;0;0;3323486;3323486;1;1;0,92159260932808;"Email";"No Hacer Nada"
"13072";"0035B00000CLGqgQAH";"";"";"";1;0;0;40590;40590;1;1;0,921331894054628;"No Hacer Nada";"No Hacer Nada"
"4626";"0035B00000BG4PTQA1";"";"2017-11-30";"";1;0;0;4992953;4992953;1;1;0,920874648436258;"Email";"SMS"
"21522";"0035B00000CTsNxQAL";"";"";"";1;0;0;7904;7904;1;1;0,920839904888911;"No Hacer Nada";"No Hacer Nada"
"6646";"0035B00000BG1lwQAD";"2015-12-01";"2017-11-30";"";1;0;0;471270;471270;1;1;0,920723483452091;"Email";"SMS"
"19615";"0035B00000CKxoOQAT";"";"";"";1;0;0;510478;510478;1;1;0,920290152632216;"Email";"No Hacer Nada"
"23699";"0035B00000CTol2QAD";"";"2017-11-21";"";2;0;0;567989;567989;2;1;0,920257979951888;"IVR";"Email"
"4867";"0035B000007kXJgQAM";"2013-05-08";"";"";1;0;0;136714;136714;1;1;0,920128635695697;"Email";"SMS"
"13184";"0035B00000CQDJAQA5";"";"";"";1;0;0;46099;46099;1;1;0,920102625407417;"No Hacer Nada";"No Hacer Nada"
"25632";"0035B00000BraQ7QAJ";"";"2017-11-27";"";1;0;0;809995;809995;1;1;0,919659233550915;"Email";"SMS"
"14564";"0035B000007kYfWQAU";"";"";"";1;0;0;231836;231836;1;1;0,919615628895816;"Email";"SMS"
"21226";"0035B00000CQTR0QAP";"";"";"";1;0;0;29706;29706;1;1;0,91958369658451;"No Hacer Nada";"No Hacer Nada"
"2083";"0035B00000CTogpQAD";"";"";"";1;0;0;296217;296217;1;1;0,919282677683191;"No Hacer Nada";"No Hacer Nada"
"7399";"0035B00000BrbHBQAZ";"";"";"";1;0;0;34108;34108;1;1;0,918992749925329;"No Hacer Nada";"No Hacer Nada"
"24059";"0035B00000CTxVeQAL";"";"";"";1;0;0;14436;14436;1;1;0,918441768760462;"No Hacer Nada";"No Hacer Nada"
"21021";"0035B00000CLDAyQAP";"";"";"";1;0;0;725816;725816;1;1;0,918311535013318;"No Hacer Nada";"No Hacer Nada"
"23493";"0035B00000CTvyNQAT";"2017-11-08";"2017-12-25";"";1;0;0;176659;85689;1;1;0,918149138387894;"Email";"SMS"
"10175";"0035B00000CU7sPQAT";"";"";"";1;0;0;41662;41662;1;1;0,917806511529065;"No Hacer Nada";"No Hacer Nada"
"8053";"0035B00000BFxXcQAL";"2010-06-09";"2017-11-30";"";1;0;0;369022;369022;1;1;0,917689881248782;"Email";"No Hacer Nada"
"3769";"0035B000007kWTjQAM";"";"";"";1;0;0;13629;13629;1;1;0,917664027632129;"No Hacer Nada";"No Hacer Nada"
"6582";"0035B00000CQIyxQAH";"";"";"";1;0;0;19018;19018;1;1;0,917388242778646;"No Hacer Nada";"No Hacer Nada"
"2732";"0035B00000CYNGrQAP";"2015-06-05";"2017-11-24";"";2;0;0;909549;909549;2;1;0,917339396349435;"IVR";"SMS"
"5231";"0035B00000BG59nQAD";"";"2017-11-30";"";1;0;0;529316;529316;1;1;0,917006491636895;"SMS";"No Hacer Nada"
"17562";"0035B00000CIaQQQA1";"";"";"";1;0;0;77502;77502;1;1;0,916382203587014;"No Hacer Nada";"No Hacer Nada"
"13177";"0035B00000CQLIeQAP";"";"2017-12-15";"";1;0;0;48200;48200;1;1;0,916306212692366;"No Hacer Nada";"No Hacer Nada"
"20703";"0035B00000CL4aGQAT";"";"";"";1;0;0;16940;16940;1;1;0,915712516387632;"No Hacer Nada";"No Hacer Nada"
"14961";"0035B000004dgwQQAQ";"";"";"";1;0;0;58790;58790;1;1;0,915312256711604;"No Hacer Nada";"No Hacer Nada"
"25181";"0035B00000CU2KlQAL";"";"";"";1;0;0;604110;604110;1;1;0,915055914246603;"Email";"SMS"
"13035";"0035B00000CL4XoQAL";"";"2017-12-14";"";1;0;0;656672;656672;1;1;0,915004840718535;"Email";"No Hacer Nada"
"17926";"0035B00000CYPADQA5";"2008-02-05";"";"";1;0;0;17530;17530;1;1;0,914992944690678;"No Hacer Nada";"No Hacer Nada"
"19703";"0035B00000CTsTCQA1";"";"";"";1;0;0;23195;23195;1;1;0,914936448043908;"No Hacer Nada";"No Hacer Nada"
"8590";"0035B00000CQHPxQAP";"2017-11-09";"2017-12-24";"";1;0;0;171725;29340;1;1;0,914922928890537;"No Hacer Nada";"No Hacer Nada"
"19767";"0035B00000CQK7eQAH";"2017-11-09";"2017-11-24";"";2;0;0;177343;43060;2;1;0,914535576134336;"No Hacer Nada";"No Hacer Nada"
"4045";"0035B000007kZjuQAE";"";"";"";1;0;0;13025;13025;1;1;0,914421011081607;"No Hacer Nada";"No Hacer Nada"
"20620";"0035B000007kW8JQAU";"";"";"";1;0;0;790150;790150;1;1;0,914412913807449;"No Hacer Nada";"No Hacer Nada"
"18708";"0035B00000CL3fvQAD";"";"";"";1;0;0;19541;19541;1;1;0,914268458346388;"No Hacer Nada";"No Hacer Nada"
"25839";"0035B00000BBSu1QAH";"";"2017-11-30";"";1;0;0;404663;404663;1;1;0,914128566726404;"Email";"SMS"
"24921";"0035B00000CU4sCQAT";"";"";"";1;0;0;258636;258636;1;1;0,914091003985236;"Email";"No Hacer Nada"
"15055";"0035B00000CRGG1QAP";"";"2017-11-16";"";2;0;0;82258;82258;2;1;0,913970426343878;"No Hacer Nada";"No Hacer Nada"
"20811";"0035B00000CL08MQAT";"";"";"";1;0;0;262896;262896;1;1;0,913395981544248;"Email";"No Hacer Nada"
"1448";"0035B00000CYLTsQAP";"";"2017-11-30";"";1;0;0;72653;72653;1;1;0,913110063843532;"No Hacer Nada";"No Hacer Nada"
"48";"0035B00000BFzUWQA1";"2011-04-06";"2017-11-30";"";1;0;0;495803;495803;1;1;0,913104289735973;"SMS";"No Hacer Nada"
"7416";"0035B00000CLEnTQAX";"";"";"";1;0;0;41844;41844;1;1;0,912858923056676;"No Hacer Nada";"No Hacer Nada"
"20901";"0035B000004dhCUQAY";"";"";"";1;0;0;314684;314684;1;1;0,912838767560092;"Email";"SMS"
"24625";"0035B00000CYKpWQAX";"";"";"";1;0;0;23215;23215;1;1;0,912822475016194;"No Hacer Nada";"No Hacer Nada"
"3570";"0035B00000CYMMpQAP";"";"";"";1;0;0;19710;19710;1;1;0,912308496249133;"No Hacer Nada";"No Hacer Nada"
"925";"0035B00000CQO9wQAH";"";"";"";1;0;0;15401;15401;1;1;0,91225043445218;"No Hacer Nada";"No Hacer Nada"
"18480";"0035B00000CTqNYQA1";"";"";"";1;0;0;8389;8389;1;1;0,912221580763139;"No Hacer Nada";"No Hacer Nada"
"70";"0035B00000BAwHMQA1";"2016-09-20";"2017-11-30";"";1;0;0;304357;304357;1;1;0,912170693508044;"SMS";"No Hacer Nada"
"14731";"0035B00000CLDDoQAP";"";"";"";1;0;0;27518;27518;1;1;0,912137834363753;"No Hacer Nada";"No Hacer Nada"
"4041";"0035B00000CLQsWQAX";"2017-11-06";"2017-12-21";"";1;0;0;231959;37209;1;1;0,911958469974452;"No Hacer Nada";"No Hacer Nada"
"9399";"0035B00000CTnyNQAT";"";"";"";1;0;0;9559;9559;1;1;0,911797485653022;"No Hacer Nada";"No Hacer Nada"
"18407";"0035B00000CU4ruQAD";"";"";"";1;0;0;1189413;1189413;1;1;0,911648546120906;"Email";"No Hacer Nada"
"19123";"0035B00000CYOXcQAP";"";"";"";1;0;0;153029;153029;1;1;0,911309652349112;"No Hacer Nada";"No Hacer Nada"
"20983";"0035B00000CL7xOQAT";"";"";"";1;0;0;95350;95350;1;1;0,911228759345305;"Email";"No Hacer Nada"
"8699";"0035B00000CTA4lQAH";"";"";"";1;0;0;257201;257201;1;1;0,911068208283114;"No Hacer Nada";"No Hacer Nada"
"17893";"0035B000007kaPMQAY";"";"";"";1;0;0;11446;11446;1;1;0,910891035091764;"No Hacer Nada";"No Hacer Nada"
"25621";"0035B00000CIVyGQAX";"";"2017-11-09";"";2;0;0;474412;474412;2;1;0,910887949254647;"IVR";"Email"
"12070";"0035B000004dh3MQAQ";"";"2017-12-19";"";1;0;0;12644;12644;1;1;0,910560663862628;"No Hacer Nada";"No Hacer Nada"
"2019";"0035B00000CLJDgQAP";"";"";"";1;0;0;1652803;1652803;1;1;0,910557929808216;"No Hacer Nada";"No Hacer Nada"
"18477";"0035B00000CL2idQAD";"";"";"";1;0;0;33066;33066;1;1;0,910524864434871;"No Hacer Nada";"No Hacer Nada"
"8917";"0035B00000CTlUwQAL";"";"";"";1;0;0;33768;33768;1;1;0,909989470138829;"No Hacer Nada";"No Hacer Nada"
"23726";"0035B00000CQTSIQA5";"";"";"";1;0;0;23839;23839;1;1;0,90977212043684;"No Hacer Nada";"No Hacer Nada"
"19758";"0035B00000CLAQ3QAP";"";"2017-12-14";"";1;0;0;99289;99289;1;1;0,909310404933241;"Email";"No Hacer Nada"
"23914";"0035B00000CQOnVQAX";"";"";"";1;0;0;15865;15865;1;1;0,909309281114151;"No Hacer Nada";"No Hacer Nada"
"22073";"0035B00000CTmGOQA1";"";"";"";1;0;0;8762;8762;1;1;0,909275085987922;"No Hacer Nada";"No Hacer Nada"
"976";"0035B00000CYMO2QAP";"";"";"";1;0;0;13441;13441;1;1;0,909228280810723;"No Hacer Nada";"No Hacer Nada"
"20709";"0035B00000CLQVQQA5";"";"";"";1;0;0;8440;8440;1;1;0,908624709595775;"No Hacer Nada";"No Hacer Nada"
"18019";"0035B00000CL58OQAT";"";"";"";1;0;0;330524;330524;1;1;0,908392573727178;"Email";"SMS"
"4713";"0035B00000Bro2kQAB";"";"";"";1;0;0;32250;32250;1;1;0,90821822412008;"No Hacer Nada";"No Hacer Nada"
"13187";"0035B00000CQHyFQAX";"";"";"";1;0;0;96902;96902;1;1;0,908177197015466;"No Hacer Nada";"No Hacer Nada"
"25644";"0035B00000Brm19QAB";"";"";"";1;0;0;65880;65880;1;1;0,908080478121898;"No Hacer Nada";"No Hacer Nada"
"11660";"0035B00000CQ8iPQAT";"2011-11-07";"";"";1;0;0;166325;166325;1;1;0,908069261050028;"Email";"SMS"
"14719";"0035B000007kYftQAE";"";"2017-11-20";"";2;0;0;126696;126696;2;1;0,90806421221058;"IVR";"Email"
"13489";"0035B00000AUmECQA1";"2015-10-16";"2017-11-28";"";1;0;0;80235;80235;1;1;0,907874028727684;"No Hacer Nada";"No Hacer Nada"
"7820";"0035B00000CTp7oQAD";"";"";"";1;0;0;12991;12991;1;1;0,907820474065128;"No Hacer Nada";"No Hacer Nada"
"5612";"0035B00000BAyNdQAL";"2015-12-28";"2017-11-30";"";1;0;0;396978;396978;1;1;0,907662653525702;"Email";"SMS"
"11706";"0035B000007kYRtQAM";"";"";"";1;0;0;37414;37414;1;1;0,907519597251052;"No Hacer Nada";"No Hacer Nada"
"22716";"0035B00000BBStfQAH";"";"2017-11-30";"";1;0;0;17574;17574;1;1;0,90725190901585;"No Hacer Nada";"No Hacer Nada"
"17783";"0035B00000CLGTOQA5";"";"";"";1;0;0;333012;333012;1;1;0,907149695523212;"No Hacer Nada";"No Hacer Nada"
"6947";"0035B00000BGXXRQA5";"";"2017-11-30";"";1;0;0;248814;248814;1;1;0,907128174701139;"No Hacer Nada";"No Hacer Nada"
"13692";"0035B000007kWs1QAE";"";"";"";1;0;0;24347;24347;1;1;0,90693315150866;"No Hacer Nada";"No Hacer Nada"
"7882";"0035B00000CQG95QAH";"";"2017-12-15";"";1;0;0;52364;52364;1;1;0,906906445609729;"No Hacer Nada";"No Hacer Nada"
"3352";"0035B00000AUx9LQAT";"2017-10-23";"2017-12-04";"";1;0;0;93977;93977;1;1;0,906621727799382;"No Hacer Nada";"No Hacer Nada"
"8403";"0035B00000CU2HXQA1";"2017-07-08";"";"2017-11-03";1;1;0;138898;36775;1;1;0,906368873067034;"Email";"SMS"
"20470";"0035B00000BJHsvQAH";"";"";"";1;0;0;17516;17516;1;1;0,906328775942989;"No Hacer Nada";"No Hacer Nada"
"8983";"0035B00000CTqMKQA1";"";"";"";1;0;0;8399;8399;1;1;0,906306790062325;"No Hacer Nada";"No Hacer Nada"
"4055";"0035B00000CQO5mQAH";"";"";"";1;0;0;12;12;1;1;0,906206933604045;"No Hacer Nada";"No Hacer Nada"
"23203";"0035B00000CKxQEQA1";"";"";"";1;0;0;1340521;1340521;1;1;0,906097820773214;"Email";"SMS"
"21541";"0035B00000CTjzLQAT";"";"";"";1;0;0;3800;3800;1;1;0,905920085189474;"No Hacer Nada";"No Hacer Nada"
"14377";"0035B00000CQ7x3QAD";"";"";"";1;0;0;4729;4729;1;1;0,905780039365762;"No Hacer Nada";"No Hacer Nada"
"12186";"0035B00000BG7qKQAT";"2010-05-13";"";"";1;0;0;577046;577046;1;1;0,905681475876421;"Email";"SMS"
"15968";"0035B000007kaO3QAI";"2010-07-02";"";"";1;0;0;23005;23005;1;1;0,905529832714584;"No Hacer Nada";"No Hacer Nada"
"977";"0035B00000CYLhzQAH";"";"";"";1;0;0;13778;13778;1;1;0,905431164431689;"No Hacer Nada";"No Hacer Nada"
"23786";"0035B00000CYKK8QAP";"";"";"";1;0;0;15002;15002;1;1;0,905385259060289;"No Hacer Nada";"No Hacer Nada"
"2603";"0035B00000BFwwKQAT";"2017-10-30";"2017-12-12";"2017-11-27";1;0;0;148828;58317;1;1;0,905354749440175;"No Hacer Nada";"No Hacer Nada"
"12837";"0035B000007kZLjQAM";"";"";"";1;0;0;12071;12071;1;1;0,905349348210334;"No Hacer Nada";"No Hacer Nada"
"285";"0035B00000AUkxOQAT";"2017-01-10";"2017-11-28";"";1;0;0;65015;65015;1;1;0,905201512111652;"No Hacer Nada";"No Hacer Nada"
"6109";"0035B00000CL1pkQAD";"2012-11-07";"2017-12-14";"";1;0;0;27367;27367;1;1;0,905200067752272;"No Hacer Nada";"No Hacer Nada"
"17787";"0035B00000CTktXQAT";"";"";"";1;0;0;18375;18375;1;1;0,905050610384017;"No Hacer Nada";"No Hacer Nada"
"24714";"0035B00000BFxjuQAD";"2017-11-02";"2017-11-30";"2017-11-17";1;0;0;211810;90053;1;1;0,905030713110145;"No Hacer Nada";"No Hacer Nada"
"20506";"0035B00000CQJehQAH";"";"";"";1;0;0;11431;11431;1;1;0,904996576772805;"No Hacer Nada";"No Hacer Nada"
"17973";"0035B000007kaHbQAI";"";"";"";1;0;0;14623;14623;1;1;0,904927796648303;"No Hacer Nada";"No Hacer Nada"
"24832";"0035B00000CTo0SQAT";"2010-08-05";"";"";1;0;0;20540;20540;1;1;0,904918322958728;"No Hacer Nada";"No Hacer Nada"
"23268";"0035B00000BG3nBQAT";"2017-10-23";"2017-12-11";"2017-11-27";1;0;0;285386;168646;1;1;0,904865546420797;"Email";"SMS"
"12198";"0035B00000CU3NZQA1";"";"";"";1;0;0;73693;73693;1;1;0,904640259214493;"Email";"No Hacer Nada"
"9745";"0035B00000CQ8f5QAD";"2015-01-06";"";"";1;0;0;15943;15943;1;1;0,904638188331774;"No Hacer Nada";"No Hacer Nada"
"4998";"0035B00000AUljbQAD";"2017-10-20";"2017-12-09";"2017-11-24";1;0;0;216717;103879;1;1;0,904591044526637;"No Hacer Nada";"No Hacer Nada"
"1688";"0035B000007kZ2sQAE";"";"";"";1;0;0;27127;27127;1;1;0,904554934073935;"No Hacer Nada";"No Hacer Nada"
"16296";"0035B00000CTeN0QAL";"";"";"";1;0;0;14672;14672;1;1;0,90430712545081;"No Hacer Nada";"No Hacer Nada"
"24263";"0035B00000BFzKVQA1";"2010-10-12";"2017-11-30";"";1;0;0;54963;54963;1;1;0,90430678475657;"No Hacer Nada";"No Hacer Nada"
"18606";"0035B00000CQKedQAH";"";"";"";1;0;0;21533;21533;1;1;0,904296149100942;"No Hacer Nada";"No Hacer Nada"
"16662";"0035B00000CQDQxQAP";"";"";"";1;0;0;15529;15529;1;1;0,904264413221095;"No Hacer Nada";"No Hacer Nada"
"23440";"0035B00000CTphuQAD";"";"";"";1;0;0;14802;14802;1;1;0,904208132331709;"No Hacer Nada";"No Hacer Nada"
"5503";"0035B00000CQN0iQAH";"";"";"";1;0;0;32329;32329;1;1;0,904186206754177;"No Hacer Nada";"No Hacer Nada"
"9577";"0035B00000CTob0QAD";"";"";"";1;0;0;16835;16835;1;1;0,904151169806933;"No Hacer Nada";"No Hacer Nada"
"13917";"0035B00000BAt2JQAT";"";"2017-11-30";"";1;0;0;241388;241388;1;1;0,90413424447917;"No Hacer Nada";"No Hacer Nada"
"9428";"0035B00000CU6b3QAD";"";"";"";1;0;0;18230;18230;1;1;0,904040650946887;"No Hacer Nada";"No Hacer Nada"
"17732";"0035B00000CYMDUQA5";"";"";"";1;0;0;19262;19262;1;1;0,904009939129441;"No Hacer Nada";"No Hacer Nada"
"14662";"0035B00000BJHrFQAX";"";"";"";1;0;0;23927;23927;1;1;0,903999280481504;"No Hacer Nada";"No Hacer Nada"
"6422";"0035B00000CLG96QAH";"";"";"";1;0;0;16044;16044;1;1;0,903954935909902;"No Hacer Nada";"No Hacer Nada"
"13181";"0035B00000CQMYxQAP";"";"";"";1;0;0;9413;9413;1;1;0,903921672929139;"No Hacer Nada";"No Hacer Nada"
"18692";"0035B00000CU4QtQAL";"";"";"";1;0;0;26648;26648;1;1;0,903801530321234;"No Hacer Nada";"No Hacer Nada"
"13200";"0035B000007kZnzQAE";"";"";"";1;0;0;15283;15283;1;1;0,903591569522716;"No Hacer Nada";"No Hacer Nada"
"9083";"0035B00000CU7UCQA1";"";"";"";1;0;0;36796;36796;1;1;0,903551416436696;"No Hacer Nada";"No Hacer Nada"
"3116";"0035B00000CTrziQAD";"";"";"";1;0;0;11099;11099;1;1;0,903416668404035;"No Hacer Nada";"No Hacer Nada"
"13320";"0035B00000CTukqQAD";"2012-03-22";"";"";1;0;0;28259;28259;1;1;0,903389675093276;"No Hacer Nada";"No Hacer Nada"
"2611";"0035B00000BFzGQQA1";"";"2017-11-30";"";1;0;0;62610;62610;1;1;0,903226356746514;"No Hacer Nada";"No Hacer Nada"
"23357";"0035B00000BFyQfQAL";"2017-11-03";"2017-12-12";"2017-11-27";1;0;0;352943;128786;1;1;0,903088367256833;"No Hacer Nada";"No Hacer Nada"
"18545";"0035B00000CTgJNQA1";"";"";"";1;0;0;31273;31273;1;1;0,903078822071668;"No Hacer Nada";"No Hacer Nada"
"2188";"0035B00000BFxoiQAD";"2008-06-13";"2017-11-30";"";1;0;0;50208;50208;1;1;0,903015475320344;"No Hacer Nada";"No Hacer Nada"
"4997";"0035B00000AUulbQAD";"2016-06-20";"2017-11-28";"";1;0;0;99792;99792;1;1;0,902991159369386;"No Hacer Nada";"No Hacer Nada"
"12039";"0035B00000AUvj0QAD";"2007-05-02";"2017-11-28";"";1;0;0;147611;147611;1;1;0,90294794736569;"No Hacer Nada";"No Hacer Nada"
"7166";"0035B00000CTyEYQA1";"2010-01-04";"2017-11-17";"";2;0;0;49636;49636;2;1;0,902923014603966;"No Hacer Nada";"No Hacer Nada"
"14849";"0035B00000CQGG5QAP";"";"";"";1;0;0;28326;28326;1;1;0,902805946845263;"No Hacer Nada";"No Hacer Nada"
"12865";"0035B000007kZMYQA2";"";"";"";1;0;0;16288;16288;1;1;0,902791682022963;"No Hacer Nada";"No Hacer Nada"
"26108";"0035B00000CLLQRQA5";"";"";"";1;0;0;19624;19624;1;1;0,902763250947645;"No Hacer Nada";"No Hacer Nada"
"7601";"0035B00000CYQ35QAH";"2017-11-10";"2017-11-27";"";1;0;0;149582;108877;1;1;0,902688696919065;"No Hacer Nada";"No Hacer Nada"
"14142";"0035B000007kYfLQAU";"";"2017-11-20";"";2;0;0;37211;37211;2;1;0,902596919067965;"No Hacer Nada";"No Hacer Nada"
"4658";"0035B00000CTiasQAD";"2014-12-22";"";"";1;0;0;68022;68022;1;1;0,902574374858204;"No Hacer Nada";"No Hacer Nada"
"732";"0035B00000CTekbQAD";"2015-07-31";"";"";1;0;0;57847;57847;1;1;0,902421443872252;"No Hacer Nada";"No Hacer Nada"
"12836";"0035B000007kZLgQAM";"";"";"";1;0;0;30475;30475;1;1;0,902356567137672;"No Hacer Nada";"No Hacer Nada"
"2212";"0035B00000BFwXzQAL";"2008-10-13";"2017-11-30";"";1;0;0;62157;62157;1;1;0,902318677715956;"No Hacer Nada";"No Hacer Nada"
"25972";"0035B00000CQLkzQAH";"2013-09-09";"";"";1;0;0;9800;9800;1;1;0,902301320575409;"No Hacer Nada";"No Hacer Nada"
"20589";"0035B00000CYLLDQA5";"2011-10-21";"";"";1;0;0;49768;49768;1;1;0,902182225148236;"No Hacer Nada";"No Hacer Nada"
"10171";"0035B00000CU1BgQAL";"";"";"";1;0;0;37543;37543;1;1;0,902089059906012;"No Hacer Nada";"No Hacer Nada"
"11742";"0035B000004dh1YQAQ";"2009-12-15";"";"";1;0;0;37205;37205;1;1;0,901981614274272;"No Hacer Nada";"No Hacer Nada"
"4546";"0035B00000BAxDdQAL";"2015-08-04";"2017-11-30";"";1;0;0;44854;44854;1;1;0,901776299272465;"No Hacer Nada";"No Hacer Nada"
"23430";"0035B00000BBT4eQAH";"2017-10-23";"2017-12-09";"2017-11-25";1;0;0;273093;123691;1;1;0,901684400057576;"No Hacer Nada";"No Hacer Nada"
"14128";"0035B00000CYNPGQA5";"";"";"";1;0;0;31246;31246;1;1;0,901657281529601;"No Hacer Nada";"No Hacer Nada"
"2200";"0035B00000BFxEhQAL";"2008-04-28";"2017-11-30";"";1;0;0;86640;86640;1;1;0,901478823048323;"No Hacer Nada";"No Hacer Nada"
"8905";"0035B00000CThpTQAT";"";"";"";1;0;0;103100;103100;1;1;0,901305232080032;"Email";"SMS"
"12174";"0035B00000CIec8QAD";"";"";"";1;0;0;20561;20561;1;1;0,901290392141911;"No Hacer Nada";"No Hacer Nada"
"10810";"0035B00000CYOVIQA5";"2017-11-10";"";"";1;0;0;164256;34076;1;1;0,901203261583181;"No Hacer Nada";"No Hacer Nada"
"21352";"0035B00000CLGVGQA5";"";"";"";1;0;0;12903;12903;1;1;0,901179164340477;"No Hacer Nada";"No Hacer Nada"
"23749";"0035B000007kW9AQAU";"";"";"";1;0;0;15892;15892;1;1;0,901133156848459;"No Hacer Nada";"No Hacer Nada"
"24399";"0035B00000BG0I9QAL";"2017-10-25";"2017-11-13";"2017-11-25";2;0;0;386707;244398;2;1;0,901129757454691;"IVR";"SMS"
"17797";"0035B00000CIqwUQAT";"";"";"";1;0;0;8226;8226;1;1;0,901091940994025;"No Hacer Nada";"No Hacer Nada"
"25856";"0035B00000CIjSeQAL";"";"";"";1;0;0;26364;26364;1;1;0,90105923329989;"No Hacer Nada";"No Hacer Nada"
"10230";"0035B00000CYNYdQAP";"2008-07-25";"";"";1;0;0;18292;18292;1;1;0,90094611499159;"No Hacer Nada";"No Hacer Nada"
"3483";"0035B00000CIfDKQA1";"";"";"";1;0;0;16265;16265;1;1;0,900870975201093;"No Hacer Nada";"No Hacer Nada"
"7520";"0035B00000CQQXmQAP";"";"";"";1;0;0;17217;17217;1;1;0,90079069451106;"No Hacer Nada";"No Hacer Nada"
"415";"0035B00000CQRtlQAH";"";"";"";1;0;0;28555;28555;1;1;0,900520246318259;"No Hacer Nada";"No Hacer Nada"
